id,skill,epic,group,priority,phase,status,dependencies,description,acceptance_hint
ELMOS-IR-013,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",Native language frontends,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,Integrate Roslyn for C# and TypeScript Compiler API for TypeScript/JavaScript.,Implement and verify: Integrate Roslyn for C# and TypeScript Compiler API for TypeScript/JavaScript.
ELMOS-IR-014,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",Native language frontends,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,Integrate LibCST plus AST and mypy/Pyright for Python.,Implement and verify: Integrate LibCST plus AST and mypy/Pyright for Python.
ELMOS-IR-015,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",Native language frontends,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,Integrate Clang LibTooling for C/C++/Objective-C.,Implement and verify: Integrate Clang LibTooling for C/C++/Objective-C.
ELMOS-IR-016,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",Native language frontends,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,"Integrate go/packages/go/types, rust-analyzer or rustc interfaces, SwiftSyntax/compiler APIs, PHP static analysis, and Dart Analyzer as applicable.","Implement and verify: Integrate go/packages/go/types, rust-analyzer or rustc interfaces, SwiftSyntax/compiler APIs, PHP static analysis, and Dart Analyzer as applicable."
ELMOS-IR-017,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",Native language frontends,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,"Use Tree-sitter as incremental syntax/fallback layer, not the final authority for resolved semantics.","Implement and verify: Use Tree-sitter as incremental syntax/fallback layer, not the final authority for resolved semantics."
ELMOS-IR-018,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",Framework and domain modeling,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,"Implement Spring/Jakarta, ASP.NET, Django/Flask/ASGI, React/Vue, Flutter, persistence, messaging, authentication, caching, and deployment adapters.","Implement and verify: Implement Spring/Jakarta, ASP.NET, Django/Flask/ASGI, React/Vue, Flutter, persistence, messaging, authentication, caching, and deployment adapters."
ELMOS-IR-019,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",Framework and domain modeling,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,"Map endpoints, middleware, filters, transactions, ORM mappings, configuration binding, scheduled jobs, and lifecycle hooks.","Implement and verify: Map endpoints, middleware, filters, transactions, ORM mappings, configuration binding, scheduled jobs, and lifecycle hooks."
ELMOS-IR-020,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",Framework and domain modeling,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,Capture implicit framework behavior as explicit IR or an unresolved gap.,Implement and verify: Capture implicit framework behavior as explicit IR or an unresolved gap.
ELMOS-IR-021,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",Framework and domain modeling,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,Separate framework upgrade rules from cross-language translation rules.,Implement and verify: Separate framework upgrade rules from cross-language translation rules.
ELMOS-IR-022,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",Rule and mutation runtime,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,"Define versioned Rule DSL, Mutation DSL, Scenario DSL, and Evidence DSL.","Implement and verify: Define versioned Rule DSL, Mutation DSL, Scenario DSL, and Evidence DSL."
ELMOS-IR-023,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",Rule and mutation runtime,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,"Require preconditions, source/target ranges, risk, confidence, ordering, conflicts, reversibility, and idempotency declaration.","Implement and verify: Require preconditions, source/target ranges, risk, confidence, ordering, conflicts, reversibility, and idempotency declaration."
ELMOS-IR-024,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",Rule and mutation runtime,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,"Support dry run, match explanation, deterministic patch generation, dependency ordering, and composable campaigns.","Implement and verify: Support dry run, match explanation, deterministic patch generation, dependency ordering, and composable campaigns."
ELMOS-IR-025,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",Rule and mutation runtime,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,Run a second pass and require no new diff for idempotent recipes.,Implement and verify: Run a second pass and require no new diff for idempotent recipes.
ELMOS-IR-026,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",Rule and mutation runtime,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,Preserve original worktree and isolate each patch/change set.,Implement and verify: Preserve original worktree and isolate each patch/change set.
ELMOS-IR-027,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",Rule and mutation runtime,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,"Emit rule-execution manifest with inputs, matches, outputs, skipped reasons, timing, and evidence.","Implement and verify: Emit rule-execution manifest with inputs, matches, outputs, skipped reasons, timing, and evidence."
ELMOS-IR-028,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",Source mapping and gaps,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,"Maintain generated node/file mappings back to source CST, semantic nodes, rules, and model edits.","Implement and verify: Maintain generated node/file mappings back to source CST, semantic nodes, rules, and model edits."
ELMOS-IR-029,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",Source mapping and gaps,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,"Represent unsupported, ambiguous, approximate, manual, and runtime-only semantics explicitly.","Implement and verify: Represent unsupported, ambiguous, approximate, manual, and runtime-only semantics explicitly."
ELMOS-IR-030,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",Source mapping and gaps,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,"Attach severity, affected symbols, remediation, evidence requirement, and certification impact.","Implement and verify: Attach severity, affected symbols, remediation, evidence requirement, and certification impact."
ELMOS-IR-031,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",Source mapping and gaps,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,"Expose gaps to planning, agent context, validation, review, and evidence pack.","Implement and verify: Expose gaps to planning, agent context, validation, review, and evidence pack."
ELMOS-IR-032,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",Source mapping and gaps,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,Prevent high-risk unresolved gaps from automatic promotion.,Implement and verify: Prevent high-risk unresolved gaps from automatic promotion.
ELMOS-IR-033,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",IR quality gates,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,"Build CST-to-IR, IR-to-target, same-language round-trip, schema migration, source-map, overload, generics, inheritance, exception, transaction, concurrency, and reflection fixtures.","Implement and verify: Build CST-to-IR, IR-to-target, same-language round-trip, schema migration, source-map, overload, generics, inheritance, exception, transaction, concurrency, and reflection fixtures."
ELMOS-IR-034,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",IR quality gates,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,Compare native compiler symbol resolution with canonical graph.,Implement and verify: Compare native compiler symbol resolution with canonical graph.
ELMOS-IR-035,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",IR quality gates,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,Run deterministic-repeat tests across clean workers.,Implement and verify: Run deterministic-repeat tests across clean workers.
ELMOS-IR-036,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",IR quality gates,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,Track IR coverage and unknown-node rates by language/framework/version.,Implement and verify: Track IR coverage and unknown-node rates by language/framework/version.
ELMOS-IR-037,elmos-semantic-ir-compiler-platform,"Canonical Semantic IR, Compiler Frontends, and Transformation Platform",IR quality gates,P1,G5,BACKLOG,elmos-incremental-semantic-index;elmos-reproducible-toolchain;elmos-content-addressed-cache,Reject adapters that silently ignore unknown node kinds.,Implement and verify: Reject adapters that silently ignore unknown node kinds.
ELMOS-LLM-001,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Catalog and provider abstraction,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,"Define model provider, model revision, deployment, context, modality, tool, structured-output, residency, privacy, price, rate-limit, and lifecycle records.","Implement and verify: Define model provider, model revision, deployment, context, modality, tool, structured-output, residency, privacy, price, rate-limit, and lifecycle records."
ELMOS-LLM-002,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Catalog and provider abstraction,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,"Define normalized request, streaming event, response, usage, cost, finish reason, safety/refusal, and provider-error contracts.","Implement and verify: Define normalized request, streaming event, response, usage, cost, finish reason, safety/refusal, and provider-error contracts."
ELMOS-LLM-003,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Catalog and provider abstraction,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,"Implement timeout, bounded retry, backoff, circuit breaker, concurrency/rate limits, and capability negotiation.","Implement and verify: Implement timeout, bounded retry, backoff, circuit breaker, concurrency/rate limits, and capability negotiation."
ELMOS-LLM-004,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Catalog and provider abstraction,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Preserve historical model identity/provenance after retirement.,Implement and verify: Preserve historical model identity/provenance after retirement.
ELMOS-LLM-005,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Catalog and provider abstraction,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Use secret references and short-lived provider credentials.,Implement and verify: Use secret references and short-lived provider credentials.
ELMOS-LLM-006,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Routing and policy,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,"Classify tasks and prefer deterministic rule, local small model, medium code model, frontier model, then multi-model review.","Implement and verify: Classify tasks and prefer deterministic rule, local small model, medium code model, frontier model, then multi-model review."
ELMOS-LLM-007,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Routing and policy,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,"Score candidates by capability, quality evidence, latency, cost, residency, confidentiality, health, and quota.","Implement and verify: Score candidates by capability, quality evidence, latency, cost, residency, confidentiality, health, and quota."
ELMOS-LLM-008,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Routing and policy,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Enforce provider/model allowlists per tenant/repository/data class.,Implement and verify: Enforce provider/model allowlists per tenant/repository/data class.
ELMOS-LLM-009,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Routing and policy,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Provide primary/fallback routing without silently weakening policy.,Implement and verify: Provide primary/fallback routing without silently weakening policy.
ELMOS-LLM-010,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Routing and policy,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,"Record route candidates, selected model, policy decision, degradation, and reason in trace/evidence.","Implement and verify: Record route candidates, selected model, policy decision, degradation, and reason in trace/evidence."
ELMOS-LLM-011,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Hard budgets,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,"Create tenant, portfolio, project, workflow, stage, agent-run, and call budgets.","Implement and verify: Create tenant, portfolio, project, workflow, stage, agent-run, and call budgets."
ELMOS-LLM-012,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Hard budgets,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Reserve estimated tokens/cost before each call and reconcile actual usage after completion.,Implement and verify: Reserve estimated tokens/cost before each call and reconcile actual usage after completion.
ELMOS-LLM-013,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Hard budgets,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,"Enforce maximum prompt/completion/total tokens, cost, calls, iterations, wall-clock, concurrency, and repair patches.","Implement and verify: Enforce maximum prompt/completion/total tokens, cost, calls, iterations, wall-clock, concurrency, and repair patches."
ELMOS-LLM-014,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Hard budgets,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Stop repeated equivalent errors and non-improving loops.,Implement and verify: Stop repeated equivalent errors and non-improving loops.
ELMOS-LLM-015,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Hard budgets,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Require time-limited approval for overrides and audit reserved/actual/forecast values.,Implement and verify: Require time-limited approval for overrides and audit reserved/actual/forecast values.
ELMOS-LLM-016,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Hard budgets,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Prevent races from overspending shared budgets.,Implement and verify: Prevent races from overspending shared budgets.
ELMOS-LLM-017,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Prompt and skill registry,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,"Store immutable versioned system prompts, task prompts, structured-output schemas, examples, and linked Skill/Rule packages.","Implement and verify: Store immutable versioned system prompts, task prompts, structured-output schemas, examples, and linked Skill/Rule packages."
ELMOS-LLM-018,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Prompt and skill registry,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Digest every prompt/context template and include it in action/provenance keys.,Implement and verify: Digest every prompt/context template and include it in action/provenance keys.
ELMOS-LLM-019,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Prompt and skill registry,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Require evaluation and review before promotion.,Implement and verify: Require evaluation and review before promotion.
ELMOS-LLM-020,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Prompt and skill registry,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,"Support shadow, canary, rollback, deprecation, and tenant override within policy.","Implement and verify: Support shadow, canary, rollback, deprecation, and tenant override within policy."
ELMOS-LLM-021,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Prompt and skill registry,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Block embedded secrets and uncontrolled dynamic instructions.,Implement and verify: Block embedded secrets and uncontrolled dynamic instructions.
ELMOS-LLM-022,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Semantic context builder,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,"Start from target symbols/gaps and select callers, callees, types, contracts, tests, configuration, database/message schemas, rules, and prior validated decisions.","Implement and verify: Start from target symbols/gaps and select callers, callees, types, contracts, tests, configuration, database/message schemas, rules, and prior validated decisions."
ELMOS-LLM-023,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Semantic context builder,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Score and explain every selected context block.,Implement and verify: Score and explain every selected context block.
ELMOS-LLM-024,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Semantic context builder,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Use exact snapshot/digest references and prevent stale-context mixing.,Implement and verify: Use exact snapshot/digest references and prevent stale-context mixing.
ELMOS-LLM-025,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Semantic context builder,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Apply token budgets through semantic compression/summarization without dropping binding contracts.,Implement and verify: Apply token budgets through semantic compression/summarization without dropping binding contracts.
ELMOS-LLM-026,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Semantic context builder,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Keep tenant/project memory isolated and validate reusable knowledge before promotion.,Implement and verify: Keep tenant/project memory isolated and validate reusable knowledge before promotion.
ELMOS-LLM-027,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Semantic context builder,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Emit a context manifest suitable for replay and cache identity.,Implement and verify: Emit a context manifest suitable for replay and cache identity.
ELMOS-LLM-028,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Caching and local inference,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Support local vLLM/SGLang or equivalent endpoints with health and capacity registration.,Implement and verify: Support local vLLM/SGLang or equivalent endpoints with health and capacity registration.
ELMOS-LLM-029,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Caching and local inference,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Arrange stable policy/skill/project context to maximize prefix cache safely.,Implement and verify: Arrange stable policy/skill/project context to maximize prefix cache safely.
ELMOS-LLM-030,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Caching and local inference,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,"Use exact response caching only when model revision, prompt, context, parameters, schema, policy, and permissions match.","Implement and verify: Use exact response caching only when model revision, prompt, context, parameters, schema, policy, and permissions match."
ELMOS-LLM-031,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Caching and local inference,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Do not use fuzzy semantic cache for executable code transformations by default.,Implement and verify: Do not use fuzzy semantic cache for executable code transformations by default.
ELMOS-LLM-032,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Caching and local inference,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Partition or encrypt cache by tenant/data class and recheck authorization on lookup.,Implement and verify: Partition or encrypt cache by tenant/data class and recheck authorization on lookup.
ELMOS-LLM-033,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Caching and local inference,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,"Measure prefix, exact, provider, and miss reason metrics.","Implement and verify: Measure prefix, exact, provider, and miss reason metrics."
ELMOS-LLM-034,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Tool-controlled agent loop,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,"Bind each agent run to explicit file, shell, compiler, test, retrieval, network, and repository tool allowlists.","Implement and verify: Bind each agent run to explicit file, shell, compiler, test, retrieval, network, and repository tool allowlists."
ELMOS-LLM-035,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Tool-controlled agent loop,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Validate tool parameters against schemas and policy before execution.,Implement and verify: Validate tool parameters against schemas and policy before execution.
ELMOS-LLM-036,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Tool-controlled agent loop,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Run shell/build/test tools in the required sandbox and workspace.,Implement and verify: Run shell/build/test tools in the required sandbox and workspace.
ELMOS-LLM-037,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Tool-controlled agent loop,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Use idempotency keys/fencing for side-effecting tools.,Implement and verify: Use idempotency keys/fencing for side-effecting tools.
ELMOS-LLM-038,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Tool-controlled agent loop,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,"Require approval for high-risk writes, dependency/security changes, export, or PR operations.","Implement and verify: Require approval for high-risk writes, dependency/security changes, export, or PR operations."
ELMOS-LLM-039,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Tool-controlled agent loop,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,"Record every tool request/result digest, decision, duration, and failure.","Implement and verify: Record every tool request/result digest, decision, duration, and failure."
