source,target,route_class,default_mode,semantic_bridge,minimum_gate,readiness
vbscript,xbase,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
object-pascal,java,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
object-pascal,kotlin,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
object-pascal,python,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
object-pascal,csharp,reference-golden-route,convert,repository+business-rule+behavior,executed-evidence,not-run
object-pascal,go,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
object-pascal,rust,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
object-pascal,cpp,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
object-pascal,php,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
object-pascal,typescript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
object-pascal,react,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
object-pascal,objc,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
object-pascal,swift,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
object-pascal,flutter,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
object-pascal,javascript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
object-pascal,c,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
object-pascal,cobol,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
object-pascal,rpg,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
object-pascal,pli,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
object-pascal,vb6,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
object-pascal,vbscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
object-pascal,object-pascal,in-place-modernization,modernize,repository+business-rule+behavior,executed-evidence,not-run
object-pascal,powerscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
object-pascal,abap,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
object-pascal,natural,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
object-pascal,abl,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
object-pascal,fortran,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical,executed-evidence,not-run
object-pascal,ada-spark,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
object-pascal,xbase,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
powerscript,java,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
powerscript,kotlin,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
powerscript,python,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
powerscript,csharp,reference-golden-route,convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
powerscript,go,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
powerscript,rust,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
powerscript,cpp,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
powerscript,php,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
powerscript,typescript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
powerscript,react,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
powerscript,objc,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
powerscript,swift,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
powerscript,flutter,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
powerscript,javascript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
powerscript,c,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
powerscript,cobol,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
powerscript,rpg,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
powerscript,pli,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
powerscript,vb6,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
powerscript,vbscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
powerscript,object-pascal,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
powerscript,powerscript,in-place-modernization,modernize,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
powerscript,abap,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
powerscript,natural,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
powerscript,abl,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
powerscript,fortran,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical+record+transaction+4gl,executed-evidence,not-run
powerscript,ada-spark,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
powerscript,xbase,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abap,java,reference-golden-route,convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abap,kotlin,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abap,python,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abap,csharp,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abap,go,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abap,rust,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
abap,cpp,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
abap,php,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abap,typescript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abap,react,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abap,objc,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abap,swift,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abap,flutter,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abap,javascript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abap,c,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
abap,cobol,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abap,rpg,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abap,pli,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abap,vb6,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abap,vbscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abap,object-pascal,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abap,powerscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abap,abap,in-place-modernization,modernize,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abap,natural,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abap,abl,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abap,fortran,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical+record+transaction+4gl,executed-evidence,not-run
abap,ada-spark,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
abap,xbase,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
natural,java,reference-golden-route,convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
natural,kotlin,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
natural,python,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
natural,csharp,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
natural,go,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
natural,rust,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
natural,cpp,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
natural,php,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
natural,typescript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
natural,react,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
natural,objc,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
natural,swift,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
natural,flutter,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
natural,javascript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
natural,c,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
natural,cobol,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
natural,rpg,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
natural,pli,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
natural,vb6,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
natural,vbscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
natural,object-pascal,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
natural,powerscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
natural,abap,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
natural,natural,in-place-modernization,modernize,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
natural,abl,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
natural,fortran,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical+record+transaction+4gl,executed-evidence,not-run
natural,ada-spark,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
natural,xbase,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abl,java,reference-golden-route,convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abl,kotlin,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abl,python,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abl,csharp,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abl,go,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abl,rust,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
abl,cpp,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
abl,php,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abl,typescript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abl,react,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abl,objc,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abl,swift,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abl,flutter,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abl,javascript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abl,c,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
abl,cobol,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abl,rpg,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abl,pli,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abl,vb6,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abl,vbscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abl,object-pascal,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abl,powerscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abl,abap,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abl,natural,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abl,abl,in-place-modernization,modernize,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
abl,fortran,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical+record+transaction+4gl,executed-evidence,not-run
abl,ada-spark,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
abl,xbase,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
fortran,java,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical,executed-evidence,not-run
fortran,kotlin,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical,executed-evidence,not-run
fortran,python,reference-golden-route,convert,repository+business-rule+behavior+numerical,executed-evidence,not-run
fortran,csharp,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical,executed-evidence,not-run
fortran,go,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical,executed-evidence,not-run
fortran,rust,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+numerical,executed-evidence,not-run
fortran,cpp,reference-golden-route,convert,repository+business-rule+behavior+native-abi+safety+numerical,executed-evidence,not-run
fortran,php,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical,executed-evidence,not-run
fortran,typescript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical,executed-evidence,not-run
fortran,react,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical,executed-evidence,not-run
fortran,objc,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical,executed-evidence,not-run
fortran,swift,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical,executed-evidence,not-run
fortran,flutter,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical,executed-evidence,not-run
fortran,javascript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical,executed-evidence,not-run
fortran,c,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+numerical,executed-evidence,not-run
fortran,cobol,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical+record+transaction+4gl,executed-evidence,not-run
fortran,rpg,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical+record+transaction+4gl,executed-evidence,not-run
fortran,pli,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical+record+transaction+4gl,executed-evidence,not-run
fortran,vb6,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical,executed-evidence,not-run
fortran,vbscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical,executed-evidence,not-run
fortran,object-pascal,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical,executed-evidence,not-run
fortran,powerscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical+record+transaction+4gl,executed-evidence,not-run
fortran,abap,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical+record+transaction+4gl,executed-evidence,not-run
fortran,natural,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical+record+transaction+4gl,executed-evidence,not-run
fortran,abl,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical+record+transaction+4gl,executed-evidence,not-run
fortran,fortran,in-place-modernization,modernize,repository+business-rule+behavior+numerical,executed-evidence,not-run
fortran,ada-spark,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+numerical,executed-evidence,not-run
fortran,xbase,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical+record+transaction+4gl,executed-evidence,not-run
ada-spark,java,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
ada-spark,kotlin,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
ada-spark,python,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
ada-spark,csharp,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
ada-spark,go,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
ada-spark,rust,reference-golden-route,convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
ada-spark,cpp,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
ada-spark,php,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
ada-spark,typescript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
ada-spark,react,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
ada-spark,objc,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
ada-spark,swift,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
ada-spark,flutter,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
ada-spark,javascript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
ada-spark,c,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
ada-spark,cobol,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
ada-spark,rpg,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
ada-spark,pli,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
ada-spark,vb6,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
ada-spark,vbscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
ada-spark,object-pascal,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
ada-spark,powerscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
ada-spark,abap,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
ada-spark,natural,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
ada-spark,abl,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
ada-spark,fortran,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+numerical,executed-evidence,not-run
ada-spark,ada-spark,in-place-modernization,modernize,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
ada-spark,xbase,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
xbase,java,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
xbase,kotlin,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
xbase,python,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
xbase,csharp,reference-golden-route,convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
xbase,go,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
xbase,rust,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
xbase,cpp,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
xbase,php,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
xbase,typescript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
xbase,react,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
xbase,objc,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
xbase,swift,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
xbase,flutter,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
xbase,javascript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
xbase,c,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
xbase,cobol,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
xbase,rpg,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
xbase,pli,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
xbase,vb6,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
xbase,vbscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
xbase,object-pascal,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
xbase,powerscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
xbase,abap,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
xbase,natural,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
xbase,abl,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
xbase,fortran,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical+record+transaction+4gl,executed-evidence,not-run
xbase,ada-spark,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
xbase,xbase,in-place-modernization,modernize,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
