id,skillId,kind,title,preconditions,expected
NEG-06-08-02,portfolio-multi-repository-governance,negative-trigger,apply one migration recipe to unsupported repos,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
SCN-06-09-01,product-feedback-roadmap-loop,positive-or-edge,Three customers request similar audit workflow,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-06-09-02,product-feedback-roadmap-loop,positive-or-edge,Feature request is actually missing training,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-06-09-03,product-feedback-roadmap-loop,positive-or-edge,High-value request conflicts with platform trust model,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
NEG-06-09-01,product-feedback-roadmap-loop,negative-trigger,promise roadmap date,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-06-09-02,product-feedback-roadmap-loop,negative-trigger,rank by loudest customer only,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-06-09-03,product-feedback-roadmap-loop,negative-trigger,mix tenant secrets into shared roadmap,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
EDGE-001,cross-cutting,system-edge,Repository contains malicious build scripts and must be inspected without execution,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-002,cross-cutting,system-edge,Source archive contains path traversal entries or duplicate filenames,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-003,cross-cutting,system-edge,Git LFS pointers exist but objects are missing,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-004,cross-cutting,system-edge,Two repositories reference mutually incompatible schema versions,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-005,cross-cutting,system-edge,Generated code is edited manually and regeneration would erase fixes,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-006,cross-cutting,system-edge,Production behavior depends on an undocumented feature flag,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-007,cross-cutting,system-edge,External API behavior changed after the captured contract,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-008,cross-cutting,system-edge,A critical path uses reflection that static analysis cannot resolve,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-009,cross-cutting,system-edge,Runtime trace sampling misses a rare but severe failure,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-010,cross-cutting,system-edge,Tool output is too large and must be summarized without losing evidence identity,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-011,cross-cutting,system-edge,Agent session resumes after policy or permission changes,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-012,cross-cutting,system-edge,Remote executor is replaced while a write result is in flight,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-013,cross-cutting,system-edge,Subagents discover conflicting findings from different evidence sources,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-014,cross-cutting,system-edge,Two write agents produce overlapping patches,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-015,cross-cutting,system-edge,A database migration partially completes before cancellation,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-016,cross-cutting,system-edge,A retry repeats an external side effect despite task-level idempotency,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-017,cross-cutting,system-edge,A model/provider change alters structured output semantics,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-018,cross-cutting,system-edge,An analyzer upgrade invalidates prior findings,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-019,cross-cutting,system-edge,A customer requests deletion while evidence is under legal hold,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-020,cross-cutting,system-edge,A tenant asks to contribute a successful recipe to global learning,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-021,cross-cutting,system-edge,A security questionnaire asks for certification not yet earned,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-022,cross-cutting,system-edge,Pilot acceptance criteria change after implementation begins,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-023,cross-cutting,system-edge,A high-severity scanner result is a false positive but lacks suppressing evidence,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-024,cross-cutting,system-edge,A low-severity code smell is the root cause of many production incidents,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-025,cross-cutting,system-edge,Current behavior is inconsistent but business owners want it preserved temporarily,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-026,cross-cutting,system-edge,Performance improvement changes event ordering within an allowed contract,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-027,cross-cutting,system-edge,Canary rollback restores code but not already migrated data,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-028,cross-cutting,system-edge,Shadow traffic accidentally invokes a non-idempotent tool,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-029,cross-cutting,system-edge,Customer environment cannot run required verification tool,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
EDGE-030,cross-cutting,system-edge,A regulated customer requires independent evidence replay in its own VPC,"[""A relevant product workflow is active""]","[""Fail closed or degrade safely"", ""No hidden data/effect loss"", ""Evidence and recovery state retained""]"
