id,type,skillId,pack,priority,riskClass,statement,owner,verification,completionBoundary
NFR-052,non-functional,cross-cutting,00-global,P0,high,Agents should receive a map and task-relevant references rather than a monolithic instruction dump.,platform-governance-team,Context control,E3
NFR-053,non-functional,cross-cutting,00-global,P0,high,"Architecture, runbooks, rules, and capability catalogs require owners, freshness checks, and broken-link validation.",platform-governance-team,Documentation integrity,E3
NFR-054,non-functional,cross-cutting,00-global,P0,high,"Skills require positive, contextual, negative-control, and adjacent-intent eval cases.",platform-governance-team,Skill trigger quality,E3
NFR-055,non-functional,cross-cutting,00-global,P0,high,"Package installation must support dry-run, clean-state checks, backup, receipt, modified-file protection, and reversible uninstall.",platform-governance-team,Safe installation,E3
NFR-056,non-functional,cross-cutting,00-global,P0,high,Repeated release builds from identical inputs must have stable file sets and hashes.,platform-governance-team,Deterministic release archive,E3
NFR-057,non-functional,cross-cutting,00-global,P0,high,"Schema and contract migrations must be additive-first, replayable, reconciled, and rollback-aware.",platform-governance-team,Migration safety,E3
NFR-058,non-functional,cross-cutting,00-global,P0,high,"The extension must not create a second Goal store, AI-SIR owner, runtime authority, or completion authority.",platform-governance-team,No duplicate ownership,E3
NFR-059,non-functional,cross-cutting,00-global,P0,high,"Billing, quotas, support entitlements, and contract terms must not alter technical evidence or completion results.",platform-governance-team,Commercial isolation,E3
NFR-060,non-functional,cross-cutting,00-global,P0,high,"Customers must be able to export approved reports, evidence indexes, changes, and runbooks in stable machine-readable formats.",platform-governance-team,Customer export,E3
GOV-001,governance,cross-cutting,00-global,P0,high,Every capability has one accountable owner and one canonical authority path.,platform-governance-team,governance-policy-and-audit,E3
GOV-002,governance,cross-cutting,00-global,P0,high,Every Skill is non-routable and is activated only by an existing canonical route owner.,platform-governance-team,governance-policy-and-audit,E3
GOV-003,governance,cross-cutting,00-global,P0,high,Every Adapter is replaceable and cannot certify its own result.,platform-governance-team,governance-policy-and-audit,E3
GOV-004,governance,cross-cutting,00-global,P0,high,Every material claim references exact supporting and contradicting evidence.,platform-governance-team,governance-policy-and-audit,E3
GOV-005,governance,cross-cutting,00-global,P0,high,"Every production-impacting effect has an approval, idempotency key, checkpoint, and compensation or rollback strategy.",platform-governance-team,governance-policy-and-audit,E3
GOV-006,governance,cross-cutting,00-global,P0,high,"Every release decision states scope, assumptions, unknowns, unsupported areas, waivers, and invalidation triggers.",platform-governance-team,governance-policy-and-audit,E3
GOV-007,governance,cross-cutting,00-global,P0,high,"Every waiver has a named risk owner, expiry, scope, rationale, compensating control, and revalidation trigger.",platform-governance-team,governance-policy-and-audit,E3
GOV-008,governance,cross-cutting,00-global,P0,high,Every new Skill passes non-duplication review against the capability graph.,platform-governance-team,governance-policy-and-audit,E3
GOV-009,governance,cross-cutting,00-global,P0,high,"Every reusable learning artifact follows tenant consent, redaction, provenance, and license policy.",platform-governance-team,governance-policy-and-audit,E3
GOV-010,governance,cross-cutting,00-global,P0,high,"Every repository rule includes positive violation, safe counterexample, and unrelated-change tests.",platform-governance-team,governance-policy-and-audit,E3
GOV-011,governance,cross-cutting,00-global,P0,high,"Every Golden Route defines supported versions, fixture corpus, native runtime lab, failure corpus, and readiness gates.",platform-governance-team,governance-policy-and-audit,E3
GOV-012,governance,cross-cutting,00-global,P0,high,"Every machine estimate separates wall-clock, queue, compute cost, model cost, storage, network, and human review.",platform-governance-team,governance-policy-and-audit,E3
GOV-013,governance,cross-cutting,00-global,P0,high,"Every large change is decomposed into reviewable, reversible ChangeSets.",platform-governance-team,governance-policy-and-audit,E3
GOV-014,governance,cross-cutting,00-global,P0,high,"Every critical user journey maps to acceptance criteria, code, data, tests, telemetry, and owner.",platform-governance-team,governance-policy-and-audit,E3
GOV-015,governance,cross-cutting,00-global,P0,high,"Every unknown has impact, owner, resolution path, deadline or accepted permanence, and release effect.",platform-governance-team,governance-policy-and-audit,E3
GOV-016,governance,cross-cutting,00-global,P0,high,"Every external connector declares data classes, read/write authority, side effects, rate limits, and failure semantics.",platform-governance-team,governance-policy-and-audit,E3
GOV-017,governance,cross-cutting,00-global,P0,high,"Every skill, model, tool, policy, adapter, schema, and protocol update triggers scoped evidence invalidation.",platform-governance-team,governance-policy-and-audit,E3
GOV-018,governance,cross-cutting,00-global,P0,high,"Every incident postmortem classifies improvements into AGENTS, harness, Skill, reference, script, test, adapter, policy, new Skill, or no change.",platform-governance-team,governance-policy-and-audit,E3
GOV-019,governance,cross-cutting,00-global,P0,high,Every E3 result is explicitly distinguished from E4/E5/P05 or customer production certification.,platform-governance-team,governance-policy-and-audit,E3
GOV-020,governance,cross-cutting,00-global,P0,high,Every customer-facing report derives status from ledgers and evidence rather than plan text or agent self-report.,platform-governance-team,governance-policy-and-audit,E3
